,text,label,readability,ARI
8310,@Mercury thanks but I'm no hero. I'm just a realist who's not easily fooled.,1,98.21,3.3
8311,Never count on Juan to get a straight answer he’s too far left to understand The sheriff is right on!!,1,76.56,8.1
8312,This man is inspirational. I loved this.,0,67.92,3.2
8313,Blm screwing themselves 7min,1,75.88,10.0
8314,All lives matter not stop being racist in this country.,0,78.25,5.2
8315,Society is a slave.,1,75.88,-0.7
8316,@Kappy i hope so too.,1,117.16,-3.0
8317,Muslim feminists? Why are these two words together?,1,71.82,8.5
8318,ALL LIVES MATTER not just the few,1,106.67,0.3
8319,I didn't know I wasn't straight until I was 25 ironically,1,68.77,4.2
8320,@feralbigdog i don't think so and if anyone does i really dont care. there is racism in all races,1,87.21,2.9
8321,People booing at someone saying all lives matter. The world is literally going crazy..,1,81.29,6.6
8322,@J Brown Police also kills hispanivs and whites....,1,80.28,8.5
8323,Im  currently doing civil engineering im a girl and im on a wheelchair which makes it even worse everone looks ar me like I'm crazy  how are you going to go on site those are the few demoralizing question i get.  and this video made me cry so much .  And i have to say it is not fair there are more boys than girls it is intimidating.,0,74.22,8.2
8324,Most of the people doing this are Godless people,1,96.18,4.0
8325,I came in thinking this was an inappropriate topic for children but they are really intelligent and mature. Wow!,1,52.19,11.4
8326,What about Native Lives,1,92.8,4.1
8327,@Baden Jones here's the link to the video,1,114.12,2.6
8328,@a powerful rat named charles entertainment cheese lmfao,1,71.82,11.4
8329,Wow... rampant sexism eh? You feel uncomfortable because most of your coworkers are white? Wow that really is a problem that goes totally unchecked! We should Just get rid of all those qualified engineers that know what their doing because their gender and skin colour makes you feel uncomfortable. Like I don't even know what you're asking for here? But it seems pretty sexist and racist. Wow people ask you what you do?! The goddamn nerve of some people to ask another employee what they do in a company?! Her response Well clearly I'm an engineer! God! Did you think I wasn't one just because I'm a woman?! and then the Guy says Uhhh.... No. I just wanted to know the details,1,86.5,5.2
8330,No doubt that some mighty guys stand behind these looters in order to destroy european history. Soros,1,71.14,10.6
8331,Dimitri Petrenko It’s not racist. Not at all. It’s a “protest” to the “Black Lives Matter” protest. What I mean by that is,1,99.43,1.9
8332,Some of these comments are repulsive.,1,73.85,6.7
8333,@Peypey Avery actually I used to go to a First Congressional church because they're really accepting of LGBTQ. But I do agree with you Episcopal church can be accepting too.,1,73.17,8.7
8334,Priti Patel would have ran rampant if Hitler's statue was placed in the square.nShe would have stood up and demanded Israeli Troops to step in,1,92.63,7.1
8335,It is true that conservatives need to address the issues that come to the fore more wisely. The progressive liberal agenda in destructive to civil life and conservatives need to address it more effectively !!!!,1,62.68,11.5
8336,Wow.  The plantation owners have really gotten the slaves fighting for them!,1,76.22,9.7
8337,1. The Sheriff is 100% correct,1,90.77,1.2
8338,That doesn't fit their anti white/white man bad agenda.,1,96.18,7.7
8339,Natural Edits troll,1,34.59,6.8
8340,You know what a metaphor is,1,99.23,-1.2
8341,These kids are too young to be discussing this topic.,1,86.71,4.3
8342,Juan “Cleveland Brown”,1,59.97,11.5
8343,Emilee Henderson exactly she wasn’t being rude in anyway she was just giving her opinion like there’s no need to harass anyone,0,57.61,12.0
8344,+calflikesveal I wouldn't trust an engineer who based his career choice in other people's opinion.,1,64.71,12.4
8345,I miss classes to go into the science class the year above,1,93.14,3.0
8346,sola colubrum not really but whatever floats your boat I guess,1,102.61,6.3
8347,BLM used to have a clear,1,116.15,-3.6
8348,The United States stands against torture on foreign soil,1,96.18,8.2
8349,she is incredible,1,59.97,3.6
8350,It’s a complete mess and all this black lives matter campaign has done is divide people not bring them together and it will fizzle out or get much worse.,1,75.88,13.4
8351,All lives matter for SURE!  Everyone is equal.,0,92.8,2.9
8352,Those darn conservative christians ruining the children,1,22.07,15.0
8353,@TheLegend27 Is Alive Plus the verse that is against homosexuality is in the old testament-- the testament for Judaism. The new testament is for the Christians. There's nothing in the new testament against homosexuality.,1,60.01,10.1
8354,The reason that isnIs because this video is 100% on the bullshit radar.,1,83.66,6.5
8355,So only black lives matter,1,100.24,1.8
8356,Good luck on trying to get a liberal on apologizing to anyone who’s against their agenda. These communist dems want to bury the middle class and turn the world into rich elites and bread lines for everyone else.,1,77.57,9.6
8357,that's because no-one's brave enough to stand up to these out of control leftist traitors and terrorists,1,71.14,11.5
8358,That's incredible!!! Keep it up!,0,83.32,7.4
8359,I was fortunate enough to have parents who gave me duplo and lego construction toys as a child.  However I have still always felt what you talk about.  Fitting in is something we all strive for however I would never want to compromise who I am to do so.  I cannot wait for some of my family friend's daughters to get a bit older so that I can get them GoldieBlox as a gift.  This is an amazing initiative and you gave an amazing talk to describe why it is necessary in this world. Thank you!,0,77.37,7.4
8360,WE ALL ALLLLLLLLLLLLL HELLO ALLLLLLMATTERS IN GOD'S EYES ..GOD'S EYES ARE ON YOU THREE MEN'S AND THE WORLD EVEN ME HELLO...PRAY,0,94.66,7.8
8361,The boy asking for tips on how to be a good friend to his friend  that was precious,1,95.51,4.6
8362,+hound but saying black lives matter isn't saying black lives matter only it's saying black lives matter too,1,70.13,11.4
8363,Well I guess I don’t matter then,1,106.67,-0.6
8364,@Elliot Smith based,1,59.97,6.8
8365,TheLegend27 Is Alive how do you know,1,106.67,2.3
8366,This should be on t-shirts across America.,1,106.67,6.3
8367,All lives matter!n Taking a knee? Newer!,1,84.84,3.2
8368,god this made me cry so much,1,115.13,-3.2
8369,OKAY LOOK! If you don’t agree with homosexuality that means you don’t support them and their sexuality,1,71.14,10.9
8370,Its ridiculous to believe all lives do not Matter. JESUS died on the cross for we are all Gods Children.,1,86.71,3.6
8371,But white people actually have a reason to be shot. You rarely see a white person shot for no reason compared to black people.,1,84.68,4.8
8372,LOVE YOUR GUESTS. They don’t scream blm the demonstrate it.,1,108.7,4.6
8373,let's talk about harry potter YES!!!! also your profile pic is,1,99.73,3.6
8374,Well love is just a four letter word for most people today.,1,101.6,3.4
8375,Sheriff David Clarke 2020,1,75.88,6.5
8376,Ignorance is bliss my EU friend,1,90.77,2.0
8377,@Jimmy The Clown blessed be the fruit!,1,115.13,3.6
8378,All lives matter isn’t a movement. nAll lives matter is a statement! EVERY LIVE MATTERS!!! Why is that so hard?,0,91.78,2.7
8379,Hopefully these people can't breathe when they contract COVID.,1,87.72,11.3
8380,Drew M Say if you say “aLL LiVeS mATteR” will it make racism disappear 🤡🤡🤡,1,82.65,5.8
8381,black lives matter is not saying that white lives don't matter,1,85.69,6.3
8382,I noticed  that too it's  not right! All Lives Matter!,0,100.24,1.3
8383,stuff like this is why I stay away from organized religionnnnMy main beliefs are Pantheism,1,64.71,9.9
8384,Hispanic isnt a race Sir.,1,66.4,0.9
8385,Megan Axelía Carrington-Ráðvarðardóttir that ain’t the reason it’s cuz we built the country and wanna live there,1,71.14,13.7
8386,Them niggas trynna bleach there skin,1,99.23,5.9
8387,If you have to choose sides when it comes to equality it's self segregation. Injustice isn't just on the blacks.,1,86.71,5.5
8388,Go ahead and change it!,1,117.16,-1.1
8389,That's because he's 100% badass,1,83.32,6.5
8390,does not give those clowns the right to criminal acts.,1,95.17,4.8
8391,@Haxxer82 do you really think I'd answer to the contrary? Lol,1,85.69,5.9
8392,What are you talking about?,1,100.24,2.7
8393,“Because of you,1,93.81,0.5
8394,Why is it controversial to say 'all lives matter?'   Because [ as far as  they're concerned ]  Only ' THEIR Lives Matter   and Your's Don't  !,1,85.69,7.6
8395,@Frederick Uzokwe racism exist everywhere in the world....accept the fact move on...it is may or may not be related to political party ....change is not happening but it is a timely process so wait ...doing this kind of violence will shoot up racism and will destroy all the positive,1,69.99,6.1
8396,As a Christian,1,59.97,-1.2
8397,Shut your judgmental ass up. She's not European! Your comment is non-void.,1,92.8,5.3
8398,Madonna is great and I have a lot of great memories of her from my childhood !,1,97.54,4.8
8399,The amount of homophobia in this comment section.... it's fucking insane,1,65.89,7.9
8400,you can think whatever you want but in my opinion theres two sides to your thoughts on people in the lgbtq+ community,1,91.45,10.1
8401,destruction of nuclear is a top zionist agenda bros,1,62.34,5.6
8402,Where did you get that information about him shooting a pregnant lady?,1,76.22,7.7
8403,You have to look at it like this ... all lives matter .. and when i say that i mean every single one,1,115.13,-0.6
8404,If it wasn't for churchill Britain would have been much different now. As far as I'm concerned he could have made a deal with Hitler to leave Europe to Hitler and for Britain to keep the empire. Churchill couldn't agree to it. Actions speak louder then words as we can now witness.,1,92.12,5.9
8405,People are getting killed just because there Muslims and even black people,1,93.14,9.3
8406,@GTC D'you think?,1,93.81,3.6
8407,My life matters,1,93.81,0.5
8408,What if we just say,1,117.16,-4.9
